epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,402.949,0.78019,0.5172,0.98457,0.94162,0.79104,0.90184,0.70348,0.8557,0.62597,1.04445,0.0015116,0.0015116,0.0015116
76,408.516,0.76264,0.50967,0.96565,0.91839,0.77612,0.86264,0.64557,0.90584,0.72682,1.06291,0.001505,0.001505,0.001505
77,413.241,0.75521,0.50064,0.97406,0.85562,0.85075,0.89856,0.67579,0.90733,0.69985,1.07004,0.0014984,0.0014984,0.0014984
78,417.738,0.76978,0.51673,0.97757,0.90954,0.8254,0.90877,0.6828,0.88098,0.63712,1.06708,0.0014918,0.0014918,0.0014918
79,422.884,0.75685,0.50635,0.96879,0.87712,0.89552,0.92496,0.68335,0.89741,0.66072,1.0726,0.0014852,0.0014852,0.0014852
80,428.945,0.77981,0.50722,0.96596,0.88261,0.84167,0.9061,0.6902,0.87179,0.66877,1.06554,0.0014786,0.0014786,0.0014786
81,434.483,0.77956,0.52313,0.98076,0.87615,0.86567,0.89634,0.69961,0.84133,0.66559,1.04207,0.001472,0.001472,0.001472
82,439.609,0.77466,0.50155,0.97756,0.87001,0.8806,0.92298,0.71903,0.84901,0.59625,1.04641,0.0014654,0.0014654,0.0014654
83,444.299,0.77903,0.51298,0.97669,0.91469,0.88014,0.92318,0.70551,0.84748,0.59274,1.04713,0.0014588,0.0014588,0.0014588
84,448.355,0.71705,0.47396,0.94058,0.9132,0.82836,0.91214,0.69634,0.89956,0.62537,1.05962,0.0014522,0.0014522,0.0014522
85,453.487,0.74296,0.48342,0.96076,0.8659,0.86735,0.904,0.69631,0.84663,0.63037,1.04421,0.0014456,0.0014456,0.0014456
86,459.374,0.74994,0.49039,0.95379,0.94256,0.85719,0.90687,0.68607,0.89502,0.66459,1.06763,0.001439,0.001439,0.001439
87,465.025,0.75004,0.50533,0.97355,0.92174,0.83582,0.91518,0.70687,0.86875,0.59447,1.0765,0.0014324,0.0014324,0.0014324
88,470.732,0.7367,0.4703,0.95727,0.89899,0.86348,0.91118,0.71062,0.86661,0.58364,1.05102,0.0014258,0.0014258,0.0014258
