epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,90.6664,0.6264,0.47927,0.94639,0.9936,0.80488,0.8897,0.70458,0.80909,0.62516,1.0124,0.0010298,0.0010298,0.0010298
100,91.527,0.61509,0.45523,0.93236,0.9731,0.80488,0.89896,0.69664,0.84309,0.5802,1.01727,0.0010199,0.0010199,0.0010199
101,92.3834,0.60554,0.49083,0.92983,0.89221,0.87805,0.91057,0.69483,0.84761,0.53338,1.02541,0.00101,0.00101,0.00101
102,93.2134,0.63936,0.48636,0.94942,0.97128,0.82507,0.92342,0.69476,0.8212,0.53921,1.03351,0.0010001,0.0010001,0.0010001
103,94.1162,0.62927,0.4674,0.90558,0.87871,0.85366,0.9095,0.67629,0.84244,0.60245,1.05026,0.0009902,0.0009902,0.0009902
104,94.9519,0.62211,0.46709,0.93772,0.93406,0.85366,0.9124,0.68716,0.86486,0.55354,1.06023,0.0009803,0.0009803,0.0009803
105,95.7725,0.60079,0.46894,0.92672,0.92128,0.87805,0.91035,0.69381,0.84474,0.51256,1.03769,0.0009704,0.0009704,0.0009704
106,96.6054,0.57941,0.47154,0.92929,0.97026,0.85366,0.87966,0.7157,0.78372,0.52754,0.98593,0.0009605,0.0009605,0.0009605
107,97.4508,0.6083,0.46134,0.92187,1,0.85098,0.91083,0.71179,0.84497,0.53084,1.04088,0.0009506,0.0009506,0.0009506
108,98.279,0.60623,0.47143,0.91591,0.94812,0.89171,0.92528,0.73447,0.79322,0.47423,1.02345,0.0009407,0.0009407,0.0009407
109,99.1104,0.56057,0.44225,0.90969,0.94619,0.85782,0.93483,0.74278,0.76835,0.46619,1.01758,0.0009308,0.0009308,0.0009308
110,99.9733,0.59589,0.44904,0.92829,0.90628,0.78049,0.91545,0.71291,0.80392,0.5492,1.0283,0.0009209,0.0009209,0.0009209
111,100.805,0.57252,0.46274,0.92141,0.92386,0.78049,0.89529,0.69672,0.82521,0.58098,1.03135,0.000911,0.000911,0.000911
112,101.628,0.55909,0.44206,0.90707,0.95306,0.82927,0.86419,0.65639,0.85673,0.56871,1.05298,0.0009011,0.0009011,0.0009011
113,102.51,0.54344,0.42503,0.91828,0.99699,0.80488,0.85666,0.65082,0.88499,0.60041,1.06297,0.0008912,0.0008912,0.0008912
114,103.345,0.56028,0.43247,0.92225,0.94068,0.85366,0.85404,0.65347,0.87529,0.70118,1.06729,0.0008813,0.0008813,0.0008813
115,104.184,0.54511,0.40937,0.89719,0.97143,0.82923,0.86266,0.6737,0.86677,0.60168,1.03129,0.0008714,0.0008714,0.0008714
116,105.012,0.54883,0.45535,0.92824,0.99541,0.78049,0.85117,0.6781,0.85715,0.59199,0.99751,0.0008615,0.0008615,0.0008615
117,105.829,0.53107,0.43988,0.91271,0.99805,0.78049,0.85038,0.67171,0.85439,0.58992,0.99166,0.0008516,0.0008516,0.0008516
118,106.648,0.54106,0.4238,0.91375,0.93797,0.80488,0.86126,0.67482,0.86676,0.55215,0.9984,0.0008417,0.0008417,0.0008417
119,107.469,0.58607,0.46926,0.95318,0.93669,0.80488,0.85531,0.65995,0.84322,0.55135,1.00193,0.0008318,0.0008318,0.0008318
120,108.291,0.5765,0.45406,0.91947,0.94419,0.82533,0.85602,0.66426,0.82689,0.5888,0.99789,0.0008219,0.0008219,0.0008219
